date,collected,site_id,hakai_id,depth,group,scientificName,AphiaID,orig_name,scientificName_accepted,trophicStatus,rank,kingdom,phylum,class,order,family,genus,lifeStage,identificationQualifier,identificationRemark,count
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,36000
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Choanoflagellata,Choanozoa,562870,Choanozoa,Choanozoa,hetero,Phylum,Protozoa,Choanozoa,NA,NA,NA,NA,NA,Indet.,NA,6000
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Ciliophora,Myrionecta rubra,292896,Myronecta rubra,Mesodinium rubrum,hetero,Species,Chromista,Ciliophora,Litostomatea,Cyclotrichiida,Mesodiniidae,Myrionecta,NA,NA,NA,107
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Cryptophyta,Hillea,178565,Hillea,Hillea,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,378000
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Cryptophyta,Teleaulax,106285,Teleaulax,Teleaulax,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,3000
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Dictyochophyta,Dictyocha speculum,157260,Dictyocha speculum,Octactis speculum,auto,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,28201
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Gyrodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,484
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Dinoflagellata,Katodinium glaucum,109885,Katodinium glaucum,Lebouridinium glaucum,auto,Species,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,NA,NA,NA,54
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Unknown_Dinophyceae?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,3000
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Euglenophyta,Eutreptiella hirudoidea,172264,Eutriptiella hirudoidea,Eutreptiella hirudoidea,auto,Species,Protozoa,Euglenozoa,Euglenoidea,Eutreptiida,Eutreptiaceae,Eutreptiella,NA,NA,NA,54
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Kinetoplastidea,Telonema subtilis,118076,Telonema subtilis,Telonema subtile,hetero,Species,Chromista,Cryptophyta,Telonemea,Telonemida,NA,Telonema,NA,NA,NA,3000
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Metazoa,Copepoda,1080,Copepoda,Copepoda,hetero,Subclass,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,nauplii,Indet.,NA,54
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Unknown_flagellate,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,360000
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Bacillariophyta,Pennales,1304629,Pennales,Pennales,auto,Order,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,NA,Indet.,NA,4346
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Skeletonema marinoi,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,18580
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Bacillariophyta,Chaetoceros tenuissimus,156623,Chaetoceros tenuissimus,Chaetoceros tenuissimus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,14000
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Bacillariophyta,Chaetoceros,148985,Cheatoceros,Chaetoceros,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,spp. Indet.,NA,269
2017-06-29,2017-06-29T14:33:34Z,QU39,QPHY746,0,Ciliophora,Oligotrichea,732974,Oligotrichea,Oligotrichea,hetero,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,2474
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Chaetoceros ceratosporus,149297,Chaetoceros ceratosporus,Chaetoceros ceratosporus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,80
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Chaetoceros danicus,149120,Chaetoceros danicus,Chaetoceros danicus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,440
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Chaetoceros similis,149127,Chaetoceros similis,Chaetoceros similis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,40
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Chaetoceros subtilis,156621,Chaetoceros subtilis,Chaetoceros subtilis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,80
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Cylindrotheca closterium,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,240
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Guinardia delicatula,149112,Guinardia delicatula,Rhizosolenia delicatula,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,NA,NA,NA,400
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Pseudo-nitzschia delicatissima,149153,Pseudo-nitzschia delicatissima,Pseudo-nitzschia delicatissima,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,440
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Pseudo-nitzschia multiseries,175738,Pseudo-nitzschia multiseries,Pseudo-nitzschia multiseries,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,80
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Pseudo-nitzschia seriata,149152,Pseudo-nitzschia seriata,Pseudo-nitzschia seriata,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,40
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Rhizosolenia setigera,149115,Rhizosolenia setigera,Rhizosolenia setigera,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA,NA,NA,760
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Thalassiosira,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,600
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Chlorophyta-Prasinophyta,Pyramimonas orientalis,547692,Pyramimonas orientalis,Pyramimonas orientalis,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,1570
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,34540
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Choanoflagellata,Parvicorbicula socialis,105588,Parvicorbicula socialis,Parvicorbicula socialis,hetero,Species,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Parvicorbicula,NA,NA,NA,4710
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Choanoflagellata,Choanozoa,562870,Choanozoa,Choanozoa,hetero,Phylum,Protozoa,Choanozoa,NA,NA,NA,NA,NA,Indet.,NA,10990
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Chrysophyta,Dinobryon,157240,Dinobryon,Dinobryon,auto,Genus,Chromista,Ochrophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,NA,spp. Indet.,NA,20410
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Ciliophora,Tintinnina,732976,Tintinnina,Tintinnina,hetero,Suborder,Chromista,Ciliophora,Oligotrichea,Choreotrichida,NA,NA,NA,Indet.,NA,40
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Cryptophyta,Hillea,178565,Hillea,Hillea,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,48670
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Dictyochophyta,Dictyocha speculum,157260,Dictyocha speculum,Octactis speculum,auto,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,400
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Dictyochophyta,Dictyocha,157258,Dictyocha,Dictyocha,auto,Genus,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,spores,Indet.,NA,1280
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Dinoflagellata,Dinophysis acuta,109604,Dinophysis acuta,Dinophysis acuta,auto,Species,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,NA,NA,NA,40
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Dinoflagellata,Gymnodinium,109475,Gymnodinium,Gymnodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA,spp. Indet.,NA,240
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Gyrodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,160
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Dinoflagellata,Katodinium,109477,Katodinium,Katodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Tovelliales,Tovelliaceae,Katodinium,NA,spp. Indet.,NA,40
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Dinoflagellata,Prorocentrum gracile,110300,Prorocentrum gracilis,Prorocentrum gracile,auto,Species,Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,NA,NA,NA,80
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Dinoflagellata,Dinophyceae,19542,Dinophyceae,Dinophyceae,auto,Class,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Indet.,NA,200
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Unknown_Dinophyceae?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,4710
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Kinetoplastidea,Metromonas simplex,118059,Metromonas simplex,Metromonas simplex,hetero,Species,Chromista,Cercozoa,Metromonadea,Metromonadea incertae sedis,NA,Metromonas,NA,NA,NA,1570
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Kinetoplastidea,Kinetoplastea,562565,Kinetoplastea,Kinetoplastea,hetero,Class,Protozoa,Euglenozoa,Kinetoplastea,NA,NA,NA,NA,Indet.,NA,4710
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Metazoa,Copepoda,1080,Copepoda,Copepoda,hetero,Subclass,Animalia,Arthropoda,Hexanauplia,NA,NA,NA,nauplii,Indet.,NA,40
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Unknown_flagellate,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,334410
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Pennales,1304629,Pennales,Pennales,auto,Order,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,NA,Indet.,NA,120
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Skeletonema marinoi,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,3160
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Bacillariophyta,Chaetoceros tenuissimus,156623,Chaetoceros tenuissimus,Chaetoceros tenuissimus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,3140
2017-07-07,2017-07-07T14:15:44Z,QU39,QPHY756,0,Ciliophora,Oligotrichea,732974,Oligotrichea,Oligotrichea,hetero,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,600
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Cerataulina bicornis,465382,Ceratulina bicornis,Syringidium bicorne,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Cerataulina,NA,NA,NA,40
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros ceratosporus,149297,Chaetoceros ceratosporus,Chaetoceros ceratosporus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,40
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros cinctus,149622,Chaetoceros cinctus,Chaetoceros cinctus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,1000
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros concavicornis,156607,Chaetoceros concavicornis,Chaetoceros concavicornis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,560
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros danicus,149120,Chaetoceros danicus,Chaetoceros danicus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,40
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros laciniosus,149228,Chaetoceros laciniosus,Chaetoceros laciniosus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,320
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros radicans,163112,Chaetoceros radicans,Chaetoceros radicans,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,320
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros subtilis,156621,Chaetoceros subtilis,Chaetoceros subtilis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,120
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Corethron criophilum,149110,Corethron criophillum,Corethron criophilum,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Corethrales,Corethraceae,Corethron,NA,NA,NA,80
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Cylindrotheca closterium,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,360
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Eucampia zodiacus,149131,Eucampia zodiacus,Eucampia zodiacus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Hemiaulales,Hemiaulaceae,Eucampia,NA,NA,NA,120
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Guinardia delicatula,149112,Guinardia delicatula,Rhizosolenia delicatula,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Guinardia,NA,NA,NA,440
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Pseudo-nitzschia delicatissima,149153,Pseudo-nitzschia delicatissima,Pseudo-nitzschia delicatissima,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,280
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Pseudo-nitzschia multiseries,175738,Pseudo-nitzschia multiseries,Pseudo-nitzschia multiseries,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,680
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Pseudo-nitzschia seriata,149152,Pseudo-nitzschia seriata,Pseudo-nitzschia seriata,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,NA,NA,NA,320
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Rhizosolenia setigera,149115,Rhizosolenia setigera,Rhizosolenia setigera,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA,NA,NA,6080
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Thalassiosira rotula,148942,Thalassiosira rotula,Thalassiosira rotula,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,NA,NA,120
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Thalassiosira,148912,Thalassiosira,Thalassiosira,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,NA,spp. Indet.,NA,160
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Chlorophyta-Prasinophyta,Pyramimonas grossii,495352,Pyramimonas grossii,Pyramimonas subg. Trichocystis grossii,auto,Species,Plantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,NA,NA,NA,1570
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Unknown_Chlorophyta?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,26690
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Choanoflagellata,Monosiga marina,105643,Monosiga marina,Monosiga marina,hetero,Species,Protozoa,Choanozoa,Choanoflagellatea,Craspedida,Codonosigaceae,Monosiga,NA,NA,NA,1570
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Choanoflagellata,Parvicorbicula socialis,105588,Parvicorbicula socialis,Parvicorbicula socialis,hetero,Species,Protozoa,Choanozoa,Choanoflagellatea,Acanthoecida,Acanthoecidae,Parvicorbicula,NA,NA,NA,1570
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Choanoflagellata,Choanozoa,562870,Choanozoa,Choanozoa,hetero,Phylum,Protozoa,Choanozoa,NA,NA,NA,NA,NA,Indet.,NA,6280
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Ciliophora,Tintinnina,732976,Tintinnina,Tintinnina,hetero,Suborder,Chromista,Ciliophora,Oligotrichea,Choreotrichida,NA,NA,NA,Indet.,NA,40
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Cryptophyta,Hillea,178565,Hillea,Hillea,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Cryptomonadales,Hilleaceae,Hillea,NA,sp. Indet.,NA,157000
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Cryptophyta,Teleaulax acuta,106305,Teleaulax acuta,Teleaulax acuta,auto,Species,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,NA,NA,1570
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Cryptophyta,Teleaulax,106285,Teleaulax,Teleaulax,auto,Genus,Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,NA,spp. Indet.,NA,10990
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Dictyochophyta,Dictyocha speculum,157260,Dictyocha speculum,Octactis speculum,auto,Species,Chromista,Ochrophyta,Dictyochophyceae,Dictyochales,Dictyochaceae,Dictyocha,NA,NA,NA,160
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Dinoflagellata,Dinophysis,109462,Dinophysis,Dinophysis,auto,Genus,Chromista,Myzozoa,Dinophyceae,Dinophysiales,Dinophysaceae,Dinophysis,NA,sp. Indet.,NA,40
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Dinoflagellata,Gymnodinium,109475,Gymnodinium,Gymnodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA,spp. Indet.,NA,200
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Dinoflagellata,Gyrodinium,109476,Gyrodinium,Gyrodinium,auto,Genus,Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA,spp. Indet.,NA,480
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Dinoflagellata,Prorocentrum gracile,110300,Prorocentrum gracilis,Prorocentrum gracile,auto,Species,Chromista,Myzozoa,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,NA,NA,NA,320
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Dinoflagellata,Dinophyceae,19542,Dinophyceae,Dinophyceae,auto,Class,Chromista,Myzozoa,Dinophyceae,NA,NA,NA,NA,Indet.,NA,240
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Unknown_Dinophyceae?,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,3140
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Kinetoplastidea,Metromonas simplex,118059,Metromonas simplex,Metromonas simplex,hetero,Species,Chromista,Cercozoa,Metromonadea,Metromonadea incertae sedis,NA,Metromonas,NA,NA,NA,1570
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Kinetoplastidea,Telonema subtilis,118076,Telonema subtilis,Telonema subtile,hetero,Species,Chromista,Cryptophyta,Telonemea,Telonemida,NA,Telonema,NA,NA,NA,3140
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Unknown_flagellate,Protozoa,5,Protozoa,Protozoa,auto,Kingdom,Protozoa,NA,NA,NA,NA,NA,NA,Indet.,NA,116180
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Pennales,1304629,Pennales,Pennales,auto,Order,Chromista,Ochrophyta,Bacillariophyceae,Pennales,NA,NA,NA,Indet.,NA,440
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Skeletonema marinoi,376667,Skeletonema marinoi,Skeletonema marinoi,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,NA,NA,NA,27720
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros tenuissimus,156623,Chaetoceros tenuissimus,Chaetoceros tenuissimus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,40
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Bacillariophyta,Chaetoceros,148985,Cheatoceros,Chaetoceros,auto,Genus,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,spp. Indet.,NA,840
2017-07-11,2017-07-11T15:15:50Z,QU39,QPHY766,0,Ciliophora,Oligotrichea,732974,Oligotrichea,Oligotrichea,hetero,Class,Chromista,Ciliophora,Oligotrichea,NA,NA,NA,NA,Indet.,NA,560
2017-07-17,2017-07-17T15:27:12Z,QU39,QPHY771,0,Bacillariophyta,Chaetoceros concavicornis,156607,Chaetoceros concavicornis,Chaetoceros concavicornis,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,40
2017-07-17,2017-07-17T15:27:12Z,QU39,QPHY771,0,Bacillariophyta,Chaetoceros danicus,149120,Chaetoceros danicus,Chaetoceros danicus,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae incertae sedis,Chaetocerotaceae,Chaetoceros,NA,NA,NA,760
2017-07-17,2017-07-17T15:27:12Z,QU39,QPHY771,0,Bacillariophyta,Cylindrotheca closterium,149004,Cylindrotheca closterium,Cylindrotheca closterium,auto,Species,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,NA,NA,NA,40
