eventID,occurrenceID,eventDate,minimumDepthInMeters,maximumDepthInMeters,lat,long,scientificName,scientificnameID,taxonRank,lifeStage,taxonRemark,identificationQualifier,measurementValue,occuranceStatus,basisOfRecord,identifiedBy,method
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_30,2017-04-11,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,alpha-starch,Chlorophyta?,47250,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_31,2017-04-11,0,0,50.0307000000001,-125.0992,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,NA,5250,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_32,2017-04-11,0,0,50.0307000000001,-125.0992,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,5250,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_33,2017-04-11,0,0,50.0307000000001,-125.0992,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,NA,35000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_34,2017-04-11,0,0,50.0307000000001,-125.0992,Dinobryon,urn:lsid:marinespecies.org:taxname:157240,Genus,NA,NA,spp.,1750,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_35,2017-04-11,0,0,50.0307000000001,-125.0992,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,1833,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_36,2017-04-11,0,0,50.0307000000001,-125.0992,Tintinnina,urn:lsid:marinespecies.org:taxname:732976,Suborder,NA,NA,NA,47,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_37,2017-04-11,0,0,50.0307000000001,-125.0992,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp.,66500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_38,2017-04-11,0,0,50.0307000000001,-125.0992,Teleaulax acuta,urn:lsid:marinespecies.org:taxname:106305,Species,NA,NA,NA,7000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_39,2017-04-11,0,0,50.0307000000001,-125.0992,Teleaulax amphioxeia,urn:lsid:marinespecies.org:taxname:106306,Species,NA,NA,NA,1750,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_40,2017-04-11,0,0,50.0307000000001,-125.0992,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp.,19250,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_41,2017-04-11,0,0,50.0307000000001,-125.0992,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,47,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_42,2017-04-11,0,0,50.0307000000001,-125.0992,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,Genus,spores,NA,NA,94,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_43,2017-04-11,0,0,50.0307000000001,-125.0992,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,NA,spp.,423,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_44,2017-04-11,0,0,50.0307000000001,-125.0992,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,NA,spp.,376,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_45,2017-04-11,0,0,50.0307000000001,-125.0992,Katodinium,urn:lsid:marinespecies.org:taxname:109477,Genus,NA,NA,spp.,47,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_46,2017-04-11,0,0,50.0307000000001,-125.0992,Protoperidinium,urn:lsid:marinespecies.org:taxname:109553,Genus,NA,NA,spp.,47,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_47,2017-04-11,0,0,50.0307000000001,-125.0992,Scrippsiella precaria,urn:lsid:marinespecies.org:taxname:110173,Species,NA,NA,NA,94,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_48,2017-04-11,0,0,50.0307000000001,-125.0992,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,NA,376,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_49,2017-04-11,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,equatorial groove,Dinophyceae?,10500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_50,2017-04-11,0,0,50.0307000000001,-125.0992,Euglenozoa,urn:lsid:marinespecies.org:taxname:536202,Phylum,NA,NA,NA,47,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_51,2017-04-11,0,0,50.0307000000001,-125.0992,Copepoda,urn:lsid:marinespecies.org:taxname:1080,Subclass,nauplii,NA,NA,47,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_52,2017-04-11,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,NA,260750,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_53,2017-04-11,0,0,50.0307000000001,-125.0992,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,NA,NA,282,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_54,2017-04-11,0,0,50.0307000000001,-125.0992,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,NA,7191,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_55,2017-04-11,0,0,50.0307000000001,-125.0992,Chaetoceros tenuissimus,urn:lsid:marinespecies.org:taxname:156623,Species,NA,NA,NA,22844,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_56,2017-04-11,0,0,50.0307000000001,-125.0992,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp.,1645,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-11_0m,Hakai_phyto_QU39_2017-04-11_0m_57,2017-04-11,0,0,50.0307000000001,-125.0992,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,NA,1645,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_1,2017-04-20,0,0,50.0307000000001,-125.0992,Attheya,urn:lsid:marinespecies.org:taxname:160519,Genus,NA,NA,spp.,5303,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_2,2017-04-20,0,0,50.0307000000001,-125.0992,Syringidium bicorne,urn:lsid:marinespecies.org:taxname:573619,Species,NA,NA,NA,5400,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_3,2017-04-20,0,0,50.0307000000001,-125.0992,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,NA,11000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_4,2017-04-20,0,0,50.0307000000001,-125.0992,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,69600,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_5,2017-04-20,0,0,50.0307000000001,-125.0992,Chaetoceros laciniosus,urn:lsid:marinespecies.org:taxname:149228,Species,NA,NA,NA,3600,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_6,2017-04-20,0,0,50.0307000000001,-125.0992,Chaetoceros radicans,urn:lsid:marinespecies.org:taxname:163112,Species,NA,NA,NA,7000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_7,2017-04-20,0,0,50.0307000000001,-125.0992,Chaetoceros similis,urn:lsid:marinespecies.org:taxname:149127,Species,NA,NA,NA,200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_8,2017-04-20,0,0,50.0307000000001,-125.0992,Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,Species,NA,NA,NA,92600,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_9,2017-04-20,0,0,50.0307000000001,-125.0992,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,2800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_10,2017-04-20,0,0,50.0307000000001,-125.0992,Rhizosolenia phuketensis,urn:lsid:marinespecies.org:taxname:573582,Species,NA,NA,NA,1000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_11,2017-04-20,0,0,50.0307000000001,-125.0992,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,16800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_12,2017-04-20,0,0,50.0307000000001,-125.0992,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,1600,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_13,2017-04-20,0,0,50.0307000000001,-125.0992,Eucampia groenlandica,urn:lsid:marinespecies.org:taxname:157430,Species,NA,NA,NA,6200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_14,2017-04-20,0,0,50.0307000000001,-125.0992,Rhizosolenia delicatula,urn:lsid:marinespecies.org:taxname:149114,Species,NA,NA,NA,10600,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_15,2017-04-20,0,0,50.0307000000001,-125.0992,Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,Species,NA,NA,NA,10800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_16,2017-04-20,0,0,50.0307000000001,-125.0992,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,1200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_17,2017-04-20,0,0,50.0307000000001,-125.0992,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,1800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_18,2017-04-20,0,0,50.0307000000001,-125.0992,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,7200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_19,2017-04-20,0,0,50.0307000000001,-125.0992,Thalassiosira nordenskioeldii,urn:lsid:marinespecies.org:taxname:148931,Species,NA,NA,NA,2200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_20,2017-04-20,0,0,50.0307000000001,-125.0992,Thalassiosira pacifica,urn:lsid:marinespecies.org:taxname:148932,Species,NA,NA,NA,14400,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_21,2017-04-20,0,0,50.0307000000001,-125.0992,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp.,6400,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_22,2017-04-20,0,0,50.0307000000001,-125.0992,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,NA,5304,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_23,2017-04-20,0,0,50.0307000000001,-125.0992,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,NA,2652,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_24,2017-04-20,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,alpha-starch,Chlorophyta?,45084,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_25,2017-04-20,0,0,50.0307000000001,-125.0992,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,NA,31824,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_26,2017-04-20,0,0,50.0307000000001,-125.0992,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,10608,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_27,2017-04-20,0,0,50.0307000000001,-125.0992,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,NA,37128,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_28,2017-04-20,0,0,50.0307000000001,-125.0992,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,2800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_29,2017-04-20,0,0,50.0307000000001,-125.0992,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp.,7956,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_30,2017-04-20,0,0,50.0307000000001,-125.0992,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp.,13260,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_31,2017-04-20,0,0,50.0307000000001,-125.0992,Apedinella radians,urn:lsid:marinespecies.org:taxname:248097,Species,NA,NA,NA,21216,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_32,2017-04-20,0,0,50.0307000000001,-125.0992,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,400,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_33,2017-04-20,0,0,50.0307000000001,-125.0992,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,NA,spp.,200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_34,2017-04-20,0,0,50.0307000000001,-125.0992,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,NA,spp.,200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_35,2017-04-20,0,0,50.0307000000001,-125.0992,Phalacroma oxytoxoides,urn:lsid:marinespecies.org:taxname:624358,Species,NA,NA,NA,800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_36,2017-04-20,0,0,50.0307000000001,-125.0992,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,NA,200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_37,2017-04-20,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,equatorial groove,Dinophyceae?,31824,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_38,2017-04-20,0,0,50.0307000000001,-125.0992,Euglenozoa,urn:lsid:marinespecies.org:taxname:536202,Phylum,NA,NA,NA,200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_39,2017-04-20,0,0,50.0307000000001,-125.0992,Metromonas simplex,urn:lsid:marinespecies.org:taxname:118059,Species,NA,NA,NA,10608,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_40,2017-04-20,0,0,50.0307000000001,-125.0992,Telonema subtile,urn:lsid:marinespecies.org:taxname:118075,Species,NA,NA,NA,2652,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_41,2017-04-20,0,0,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,NA,233376,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_42,2017-04-20,0,0,50.0307000000001,-125.0992,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,NA,NA,30216,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_43,2017-04-20,0,0,50.0307000000001,-125.0992,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,NA,112200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_44,2017-04-20,0,0,50.0307000000001,-125.0992,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp.,1600,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-20_0m,Hakai_phyto_QU39_2017-04-20_0m_45,2017-04-20,0,0,50.0307000000001,-125.0992,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,NA,1600,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_1,2017-04-24,0,0,50.0307000000001,-125.0992,Attheya,urn:lsid:marinespecies.org:taxname:160519,Genus,NA,NA,spp.,720,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_2,2017-04-24,0,0,50.0307000000001,-125.0992,Syringidium bicorne,urn:lsid:marinespecies.org:taxname:573619,Species,NA,NA,NA,9504,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_3,2017-04-24,0,0,50.0307000000001,-125.0992,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,NA,8640,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_4,2017-04-24,0,0,50.0307000000001,-125.0992,Chaetoceros concavicornis,urn:lsid:marinespecies.org:taxname:156607,Species,NA,NA,NA,144,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_5,2017-04-24,0,0,50.0307000000001,-125.0992,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,29088,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_6,2017-04-24,0,0,50.0307000000001,-125.0992,Chaetoceros laciniosus,urn:lsid:marinespecies.org:taxname:149228,Species,NA,NA,NA,1440,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_7,2017-04-24,0,0,50.0307000000001,-125.0992,Chaetoceros radicans,urn:lsid:marinespecies.org:taxname:163112,Species,NA,NA,NA,9072,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_8,2017-04-24,0,0,50.0307000000001,-125.0992,Chaetoceros seiracanthus,urn:lsid:marinespecies.org:taxname:163118,Species,NA,NA,NA,2592,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_9,2017-04-24,0,0,50.0307000000001,-125.0992,Chaetoceros similis,urn:lsid:marinespecies.org:taxname:149127,Species,NA,NA,NA,3312,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_10,2017-04-24,0,0,50.0307000000001,-125.0992,Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,Species,NA,NA,NA,243648,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_11,2017-04-24,0,0,50.0307000000001,-125.0992,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,3168,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_12,2017-04-24,0,0,50.0307000000001,-125.0992,Rhizosolenia fragilissima f. fragilissima,urn:lsid:marinespecies.org:taxname:985165,Species,NA,NA,NA,288,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_13,2017-04-24,0,0,50.0307000000001,-125.0992,Rhizosolenia phuketensis,urn:lsid:marinespecies.org:taxname:573582,Species,NA,NA,NA,720,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_14,2017-04-24,0,0,50.0307000000001,-125.0992,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,16560,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_15,2017-04-24,0,0,50.0307000000001,-125.0992,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,144,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_16,2017-04-24,0,0,50.0307000000001,-125.0992,Rhizosolenia delicatula,urn:lsid:marinespecies.org:taxname:149114,Species,NA,NA,NA,10800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_17,2017-04-24,0,0,50.0307000000001,-125.0992,Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,Species,NA,NA,NA,5328,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_18,2017-04-24,0,0,50.0307000000001,-125.0992,Pleurosigma,urn:lsid:marinespecies.org:taxname:149181,Genus,NA,NA,spp.,288,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_19,2017-04-24,0,0,50.0307000000001,-125.0992,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,2736,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_20,2017-04-24,0,0,50.0307000000001,-125.0992,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,288,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_21,2017-04-24,0,0,50.0307000000001,-125.0992,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,2016,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_22,2017-04-24,0,0,50.0307000000001,-125.0992,Thalassiosira nordenskioeldii,urn:lsid:marinespecies.org:taxname:148931,Species,NA,NA,NA,10800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-04-24_0m,Hakai_phyto_QU39_2017-04-24_0m_23,2017-04-24,0,0,50.0307000000001,-125.0992,Thalassiosira pacifica,urn:lsid:marinespecies.org:taxname:148932,Species,NA,NA,NA,23760,Present,HumanObservation,Louis Hobson,Morphology
