eventID,occurrenceID,scientificName,scientificnameID,taxonRank,lifeStage,identificationRemark,identificationQualifier,occuranceStatus,basisOfRecord,identifiedBy,method
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_5,Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_6,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_7,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_8,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_9,Thalassiosira rotula,urn:lsid:marinespecies.org:taxname:148942,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_10,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_11,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_12,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_13,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_14,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_15,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_16,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_17,Tintinnina,urn:lsid:marinespecies.org:taxname:732976,Suborder,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_18,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_19,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_20,Apedinella radians,urn:lsid:marinespecies.org:taxname:248097,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_21,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_22,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,Genus,spores,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_23,Octactis octonaria,urn:lsid:marinespecies.org:taxname:375970,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_24,Alexandrium catenella,urn:lsid:marinespecies.org:taxname:231873,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_25,Dinophysis acuminata,urn:lsid:marinespecies.org:taxname:109603,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_26,Dinophysis acuta,urn:lsid:marinespecies.org:taxname:109604,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_27,Gonyaulax,urn:lsid:marinespecies.org:taxname:109519,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_28,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_29,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_30,Katodinium,urn:lsid:marinespecies.org:taxname:109477,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_31,Phalacroma oxytoxoides,urn:lsid:marinespecies.org:taxname:624358,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_32,Protoperidinium,urn:lsid:marinespecies.org:taxname:109553,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_33,Protoperidinium steinii,urn:lsid:marinespecies.org:taxname:110257,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_34,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_35,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_36,Metromonas simplex,urn:lsid:marinespecies.org:taxname:118059,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_37,Telonema subtile,urn:lsid:marinespecies.org:taxname:118075,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_38,Kinetoplastea,urn:lsid:marinespecies.org:taxname:562565,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_39,Copepoda,urn:lsid:marinespecies.org:taxname:1080,Subclass,nauplii,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_40,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_41,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_42,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-02_0m,Hakai_phyto_QU39_2017-05-02_0m_43,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_1,Attheya,urn:lsid:marinespecies.org:taxname:160519,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_2,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_3,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_4,Chaetoceros radicans,urn:lsid:marinespecies.org:taxname:163112,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_5,Chaetoceros seiracanthus,urn:lsid:marinespecies.org:taxname:163118,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_6,Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_7,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_8,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_9,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_10,Rhizosolenia delicatula,urn:lsid:marinespecies.org:taxname:149114,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_11,Hobaniella longicruris,urn:lsid:marinespecies.org:taxname:1322468,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_12,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_13,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_14,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_15,Rhizosolenia setigera,urn:lsid:marinespecies.org:taxname:149115,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_16,Thalassiosira pacifica,urn:lsid:marinespecies.org:taxname:148932,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_17,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_18,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_19,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_20,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_21,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_22,Monosiga marina,urn:lsid:marinespecies.org:taxname:105643,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_23,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_24,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_25,Dinobryon,urn:lsid:marinespecies.org:taxname:157240,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_26,Meringosphaera mediterranea,urn:lsid:marinespecies.org:taxname:248129,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_27,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_28,Tintinnina,urn:lsid:marinespecies.org:taxname:732976,Suborder,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_29,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_30,Teleaulax acuta,urn:lsid:marinespecies.org:taxname:106305,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_31,Teleaulax amphioxeia,urn:lsid:marinespecies.org:taxname:106306,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_32,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_33,Apedinella radians,urn:lsid:marinespecies.org:taxname:248097,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_34,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_35,Dictyocha,urn:lsid:marinespecies.org:taxname:157258,Genus,spores,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_36,Dinophysis acuminata,urn:lsid:marinespecies.org:taxname:109603,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_37,Dinophysis acuta,urn:lsid:marinespecies.org:taxname:109604,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_38,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_39,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_40,Lebouridinium glaucum,urn:lsid:marinespecies.org:taxname:1382182,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_41,Katodinium,urn:lsid:marinespecies.org:taxname:109477,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_42,Phalacroma oxytoxoides,urn:lsid:marinespecies.org:taxname:624358,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_43,Protoperidinium,urn:lsid:marinespecies.org:taxname:109553,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_44,Protoperidinium steinii,urn:lsid:marinespecies.org:taxname:110257,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_45,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,resting spores,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_46,Scrippsiella acuminata,urn:lsid:marinespecies.org:taxname:1321853,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_47,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_48,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_49,Eutreptiella hirudoidea,urn:lsid:marinespecies.org:taxname:172264,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_50,Phaeocystis pouchetii,urn:lsid:marinespecies.org:taxname:115106,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_51,Metromonas simplex,urn:lsid:marinespecies.org:taxname:118059,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_52,Telonema subtile,urn:lsid:marinespecies.org:taxname:118075,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_53,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_54,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_55,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_56,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-17_0m,Hakai_phyto_QU39_2017-05-17_0m_57,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_1,Chaetoceros ceratosporus,urn:lsid:marinespecies.org:taxname:149297,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_2,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_3,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_4,Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_5,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_6,Pleurosigma,urn:lsid:marinespecies.org:taxname:149181,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_7,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_8,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_9,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_10,Rhizosolenia setigera,urn:lsid:marinespecies.org:taxname:149115,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_11,Synedra nitzschioides f. nitzschioides,urn:lsid:marinespecies.org:taxname:985570,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_12,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_13,Bacillariophyceae,urn:lsid:marinespecies.org:taxname:148899,Class,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_14,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_15,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_16,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_17,Parvicorbicula socialis,urn:lsid:marinespecies.org:taxname:105588,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_18,Dinobryon,urn:lsid:marinespecies.org:taxname:157240,Genus,NA,NA,spp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_19,Tintinnina,urn:lsid:marinespecies.org:taxname:732976,Suborder,NA,NA,Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_20,Hillea,urn:lsid:marinespecies.org:taxname:178565,Genus,NA,NA,sp. Indet.,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2017-05-29_0m,Hakai_phyto_QU39_2017-05-29_0m_21,Teleaulax acuta,urn:lsid:marinespecies.org:taxname:106305,Species,NA,NA,NA,Present,HumanObservation,Louis Hobson,Morphology
