eventID,occurrenceID,date,eventDate,minimumDepthInMeters,maximumDepthInMeters,lat,long,scientificName,scientificnameID,taxonRank,lifeStage,identificationRemark,identificationQualifier,measurementValue,occuranceStatus,basisOfRecord,identifiedBy,method
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_43,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,Indet.,267,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_44,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,7000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_45,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Ebria tripartita,urn:lsid:marinespecies.org:taxname:118051,Species,NA,NA,NA,979,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_46,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Telonema subtile,urn:lsid:marinespecies.org:taxname:118075,Species,NA,NA,NA,10500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_47,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Phaeocystis pouchetii,urn:lsid:marinespecies.org:taxname:115106,Species,NA,non-motile,NA,36000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_48,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,Indet.,339500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_49,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Biddulphiales,urn:lsid:marinespecies.org:taxname:148965,Order,NA,NA,Indet.,66500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_50,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,NA,Indet.,178,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_51,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,NA,10502,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_52,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Chaetoceros tenuissimus,urn:lsid:marinespecies.org:taxname:156623,Species,NA,NA,NA,3500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-03-18_5m,Hakai_phyto_QU39_2020-03-18_5m_53,2020-03-18,2020-03-18T17:37:10Z,5,5,50.0307000000001,-125.0992,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,Indet.,4005,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_1,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Attheya,urn:lsid:marinespecies.org:taxname:160519,Genus,NA,NA,spp. Indet.,3500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_2,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Syringidium bicorne,urn:lsid:marinespecies.org:taxname:573619,Species,NA,NA,NA,1728,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_3,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,NA,13104,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_4,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros seiracanthus,urn:lsid:marinespecies.org:taxname:163118,Species,NA,NA,NA,1440,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_5,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros similis,urn:lsid:marinespecies.org:taxname:149127,Species,NA,NA,NA,288,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_6,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,Species,NA,NA,NA,182336,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_7,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp. Indet.,1008,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_8,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Corethron criophilum,urn:lsid:marinespecies.org:taxname:149110,Species,NA,NA,NA,144,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_9,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,720,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_10,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Rhizosolenia fragilissima f. fragilissima,urn:lsid:marinespecies.org:taxname:985165,Species,NA,NA,NA,6192,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_11,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Rhizosolenia phuketensis,urn:lsid:marinespecies.org:taxname:573582,Species,NA,NA,NA,2304,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_12,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,19296,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_13,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,288,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_14,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Eucampia groenlandica,urn:lsid:marinespecies.org:taxname:157430,Species,NA,NA,NA,5904,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_15,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,4032,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_16,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,17856,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_17,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,8496,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_18,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Thalassiosira nordenskioeldii,urn:lsid:marinespecies.org:taxname:148931,Species,NA,NA,NA,144,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_19,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Thalassiosira pacifica,urn:lsid:marinespecies.org:taxname:148932,Species,NA,NA,NA,2592,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_20,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Thalassiosira rotula,urn:lsid:marinespecies.org:taxname:148942,Species,NA,NA,NA,288,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_21,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,4896,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_22,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Pterosperma,urn:lsid:marinespecies.org:taxname:160595,Genus,NA,NA,spp. Indet.,10500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_23,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,175000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_24,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Calliacantha natans,urn:lsid:marinespecies.org:taxname:105561,Species,NA,NA,NA,66500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_25,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,21000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_26,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Apedinella radians,urn:lsid:marinespecies.org:taxname:248097,Species,NA,NA,NA,87500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_27,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Dinobryon,urn:lsid:marinespecies.org:taxname:157240,Genus,NA,NA,spp. Indet.,3500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_28,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Mesodinium rubrum,urn:lsid:marinespecies.org:taxname:232069,Species,NA,NA,NA,432,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_29,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Teleaulax,urn:lsid:marinespecies.org:taxname:106285,Genus,NA,NA,spp. Indet.,3500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_30,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Ciliophrys infusionum,urn:lsid:marinespecies.org:taxname:375958,Species,NA,NA,NA,1296,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_31,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Octactis speculum,urn:lsid:marinespecies.org:taxname:1310442,Species,NA,NA,NA,2160,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_32,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Gymnodinium,urn:lsid:marinespecies.org:taxname:109475,Genus,NA,NA,spp. Indet.,2304,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_33,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Gyrodinium,urn:lsid:marinespecies.org:taxname:109476,Genus,NA,NA,spp. Indet.,2736,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_34,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Katodinium,urn:lsid:marinespecies.org:taxname:109477,Genus,NA,NA,spp. Indet.,7000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_35,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Protoperidinium conicum,urn:lsid:marinespecies.org:taxname:110213,Species,NA,NA,NA,144,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_36,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Protoperidinium,urn:lsid:marinespecies.org:taxname:109553,Genus,NA,NA,spp. Indet.,576,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_37,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Protoperidinium steinii,urn:lsid:marinespecies.org:taxname:110257,Species,NA,NA,NA,144,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_38,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,resting spores,NA,Indet.,576,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_39,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Scrippsiella precaria,urn:lsid:marinespecies.org:taxname:110173,Species,NA,NA,NA,144,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_40,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Dinophyceae,urn:lsid:marinespecies.org:taxname:19542,Class,NA,NA,Indet.,576,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_41,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Showed equatorial groove and could be Dinophyceae,Indet.,14000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_42,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Ebria tripartita,urn:lsid:marinespecies.org:taxname:118051,Species,NA,NA,NA,576,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_43,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,NA,Indet.,175000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_44,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Biddulphiales,urn:lsid:marinespecies.org:taxname:148965,Order,NA,NA,Indet.,5372,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_45,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Pennales,urn:lsid:marinespecies.org:taxname:1304629,Order,NA,NA,Indet.,3788,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_46,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Skeletonema marinoi,urn:lsid:marinespecies.org:taxname:376667,Species,NA,NA,NA,17424,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-04-29_5m,Hakai_phyto_QU39_2020-04-29_5m_47,2020-04-29,2020-04-29T18:13:00Z,5,5,50.0307000000001,-125.0992,Oligotrichea,urn:lsid:marinespecies.org:taxname:732974,Class,NA,NA,Indet.,7200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_1,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros cinctus,urn:lsid:marinespecies.org:taxname:149622,Species,NA,NA,NA,79328,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_2,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros debilis,urn:lsid:marinespecies.org:taxname:149219,Species,NA,NA,NA,13200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_3,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros didymus,urn:lsid:marinespecies.org:taxname:149122,Species,NA,NA,NA,2200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_4,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros laciniosus,urn:lsid:marinespecies.org:taxname:149228,Species,NA,NA,NA,7200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_5,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros seiracanthus,urn:lsid:marinespecies.org:taxname:163118,Species,NA,NA,NA,1200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_6,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros similis,urn:lsid:marinespecies.org:taxname:149127,Species,NA,NA,NA,3000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_7,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros socialis,urn:lsid:marinespecies.org:taxname:149123,Species,NA,NA,NA,358000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_8,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Chaetoceros,urn:lsid:marinespecies.org:taxname:148985,Genus,NA,NA,spp. Indet.,6800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_9,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Cylindrotheca closterium,urn:lsid:marinespecies.org:taxname:149004,Species,NA,NA,NA,1800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_10,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Rhizosolenia fragilissima f. fragilissima,urn:lsid:marinespecies.org:taxname:985165,Species,NA,NA,NA,200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_11,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Rhizosolenia phuketensis,urn:lsid:marinespecies.org:taxname:573582,Species,NA,NA,NA,3200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_12,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Lauderia pumila,urn:lsid:marinespecies.org:taxname:163226,Species,NA,NA,NA,9000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_13,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Ditylum brightwellii,urn:lsid:marinespecies.org:taxname:149023,Species,NA,NA,NA,600,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_14,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Rhizosolenia delicatula,urn:lsid:marinespecies.org:taxname:149114,Species,NA,NA,NA,1800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_15,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Leptocylindrus danicus,urn:lsid:marinespecies.org:taxname:149106,Species,NA,NA,NA,6400,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_16,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Pseudo-nitzschia delicatissima,urn:lsid:marinespecies.org:taxname:149153,Species,NA,NA,NA,1200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_17,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Pseudo-nitzschia multiseries,urn:lsid:marinespecies.org:taxname:175738,Species,NA,NA,NA,66896,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_18,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Pseudo-nitzschia seriata,urn:lsid:marinespecies.org:taxname:149152,Species,NA,NA,NA,36076,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_19,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Synedra nitzschioides f. nitzschioides,urn:lsid:marinespecies.org:taxname:985570,Species,NA,NA,NA,2800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_20,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Thalassiosira rotula,urn:lsid:marinespecies.org:taxname:148942,Species,NA,NA,NA,800,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_21,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Thalassiosira,urn:lsid:marinespecies.org:taxname:148912,Genus,NA,NA,spp. Indet.,19200,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_22,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Pyramimonas subg. Trichocystis grossii,urn:lsid:marinespecies.org:taxname:134550,Species,NA,NA,NA,35000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_23,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Pyramimonas orientalis,urn:lsid:marinespecies.org:taxname:547692,Species,NA,NA,NA,17500,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_24,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Pyramimonas,urn:lsid:marinespecies.org:taxname:134529,Genus,NA,NA,spp. Indet.,13125,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_25,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Protozoa,urn:lsid:marinespecies.org:taxname:5,Kingdom,NA,Cells too small to identify. Stained blue indicating alpha starch and could be Chlorophyta,Indet.,118125,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_26,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Choanozoa,urn:lsid:marinespecies.org:taxname:562870,Phylum,NA,NA,Indet.,70000,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_27,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Apedinella radians,urn:lsid:marinespecies.org:taxname:248097,Species,NA,NA,NA,13125,Present,HumanObservation,Louis Hobson,Morphology
Hakai_phyto_QU39_2020-05-14_5m,Hakai_phyto_QU39_2020-05-14_5m_28,2020-05-14,2020-05-14T16:34:00Z,5,5,50.0307000000001,-125.0992,Dinobryon,urn:lsid:marinespecies.org:taxname:157240,Genus,NA,NA,spp. Indet.,8750,Present,HumanObservation,Louis Hobson,Morphology
